Query,Clicks,Conversions,Avg_Position,Quality_Score,Avg_CPC,Spend,Revenue_Per_Conversion,Revenue,CPA,ROAS,CVR
cheap corporate travel card,331,7,5.95,1,7.83,2591.73,6152,43064,370.2471428571429,16.615928356734692,0.021148036253776436
apply for commercial credit card,80,0,9.53,10,39.92,3193.6000000000004,6007,0,3193.6000000000004,0.0,0.0
best cashback credit card,481,69,2.39,3,32.12,15449.72,7161,494109,223.90898550724637,31.981744652977532,0.14345114345114346
top small business loan,332,35,7.81,5,31.17,10348.44,8823,308805,295.6697142857143,29.840729617217665,0.10542168674698796
for small business business credit card,256,6,3.17,10,34.61,8860.16,5471,32826,1476.6933333333334,3.7048992343253397,0.0234375
cheap merchant cash advance,469,27,9.61,1,34.87,16354.029999999999,4691,126657,605.7048148148148,7.744696567145835,0.057569296375266525
instant approval airline rewards card,48,5,6.35,7,20.85,1000.8000000000001,9205,46025,200.16000000000003,45.988209432454035,0.10416666666666667
with cashback business travel credit card,435,50,4.9,1,17.35,7547.250000000001,2124,106200,150.94500000000002,14.071350491901022,0.11494252873563218
for ecommerce spend management platform,109,3,4.12,8,18.39,2004.51,9413,28239,668.17,14.087732163970248,0.027522935779816515
2026 business travel credit card,484,36,2.82,7,41.51,20090.84,7356,264816,558.0788888888889,13.180932205920708,0.0743801652892562
best business credit card,10,1,7.43,2,12.63,126.30000000000001,1254,1254,126.30000000000001,9.928741092636578,0.1
apply for corporate travel card,183,26,6.72,7,26.9,4922.7,7789,202514,189.33461538461538,41.13880593982977,0.14207650273224043
for ecommerce working capital loan,173,16,9.01,6,33.15,5734.95,4991,79856,358.434375,13.924445723153646,0.09248554913294797
for small business cash rewards card,489,48,6.38,7,28.23,13804.47,3572,171456,287.593125,12.42032472090562,0.09815950920245399
for small business corporate expense card,484,36,2.53,1,29.9,14471.599999999999,5595,201420,401.9888888888888,13.918295143591587,0.0743801652892562
for small business american express business card,389,33,7.15,7,42.76,16633.64,1493,49269,504.0496969696969,2.9620095180609898,0.08483290488431877
high limit cash rewards card,181,4,8.91,9,19.82,3587.42,1080,4320,896.855,1.2042080380886542,0.022099447513812154
premium amex corporate card,40,2,9.91,8,20.56,822.4,9137,18274,411.2,22.220330739299612,0.05
for employees cashback credit card,106,8,7.17,7,12.46,1320.76,2228,17824,165.095,13.495260304673067,0.07547169811320754
with airport lounge access expense management card,119,5,3.61,2,38.76,4612.44,4562,22810,922.4879999999999,4.9453217819635595,0.04201680672268908
for employees cashback credit card,195,11,6.09,7,14.33,2794.35,9416,103576,254.03181818181818,37.06622291409451,0.05641025641025641
top amex corporate card,489,71,5.63,2,28.39,13882.710000000001,8780,623380,195.53112676056338,44.903336596384996,0.14519427402862986
top company credit card,397,4,5.61,4,43.44,17245.68,1836,7344,4311.42,0.42584577702937776,0.010075566750629723
for travel business financing,62,3,1.71,1,9.42,584.04,7624,22872,194.67999999999998,39.16170125333881,0.04838709677419355
top corporate expense card,482,44,2.75,3,12.58,6063.56,4169,183436,137.80818181818182,30.25219508011795,0.0912863070539419
high limit american express travel card,112,5,5.72,5,13.26,1485.12,2778,13890,297.024,9.35277957336781,0.044642857142857144
high limit cashback business card,358,37,8.18,6,11.05,3955.9,4284,158508,106.91621621621621,40.06875805758487,0.10335195530726257
low fee merchant cash advance,194,10,2.64,3,47.52,9218.880000000001,6325,63250,921.8880000000001,6.8609201985490635,0.05154639175257732
with cashback employee expense card,210,20,2.48,3,38.3,8042.999999999999,7746,154920,402.15,19.26146960089519,0.09523809523809523
high limit working capital loan,87,11,7.84,10,25.47,2215.89,3470,38170,201.44454545454545,17.22558430246989,0.12643678160919541
top small business loan,257,26,7.21,6,18.39,4726.2300000000005,5837,151762,181.77807692307695,32.11058285356404,0.10116731517509728
apply for startup loan,443,7,5.37,9,10.18,4509.74,1431,10017,644.2485714285714,2.2211923525524755,0.01580135440180587
best business cashback card,270,32,1.45,2,6.07,1638.9,9987,319584,51.215625,194.99908475196779,0.11851851851851852
for small business cashback business card,317,12,5.25,2,34.25,10857.25,3828,45936,904.7708333333334,4.230905616063,0.03785488958990536
with rewards airline rewards card,410,40,8.51,7,27.73,11369.3,4938,197520,284.23249999999996,17.373101246338827,0.0975609756097561
low fee business travel credit card,41,4,1.1,4,31.66,1298.06,6122,24488,324.515,18.8650755743186,0.0975609756097561
2026 cash rewards card,143,17,1.92,1,12.54,1793.2199999999998,1750,29750,105.48352941176469,16.590267786440037,0.11888111888111888
for freelancers company credit card,462,37,8.28,6,31.49,14548.38,3688,136456,393.19945945945943,9.379463555392423,0.08008658008658008
2026 merchant cash advance,102,6,5.73,9,14.2,1448.3999999999999,5147,30882,241.39999999999998,21.321458160729083,0.058823529411764705
top expense tracking software,390,32,6.96,10,6.85,2671.5,3569,114208,83.484375,42.75051469212053,0.08205128205128205
premium expense management card,357,30,7.71,6,44.25,15797.25,5359,160770,526.575,10.177087784266249,0.08403361344537816
with cashback business credit card,454,56,3.7,6,42.23,19172.42,7713,431928,342.3646428571428,22.528611411600625,0.12334801762114538
2026 expense management card,403,15,3.68,4,31.5,12694.5,9880,148200,846.3,11.674347158218126,0.03722084367245657
cheap merchant cash advance,416,53,3.38,1,46.17,19206.72,3337,176861,362.3909433962264,9.208287516036053,0.12740384615384615
with airport lounge access corporate expense card,378,23,2.51,7,39.75,15025.5,8147,187381,653.2826086956521,12.470866194136635,0.06084656084656084
for ecommerce commercial credit card,190,21,3.74,4,17.35,3296.5000000000005,4316,90636,156.9761904761905,27.494615501289243,0.11052631578947368
instant approval small business credit card,326,18,9.58,9,46.16,15048.159999999998,9094,163692,836.0088888888888,10.877874770071559,0.05521472392638037
premium expense tracking software,156,17,1.77,4,22.47,3505.3199999999997,7885,134045,206.19529411764705,38.240445950726325,0.10897435897435898
with airport lounge access corporate expense card,141,17,3.17,9,49.25,6944.25,1460,24820,408.4852941176471,3.5741800770421572,0.12056737588652482
for travel cashback credit card,439,38,3.86,1,36.39,15975.210000000001,6234,236892,420.40026315789476,14.828725256193815,0.08656036446469248
2026 travel rewards card,169,16,2.38,10,14.38,2430.2200000000003,6757,108112,151.88875000000002,44.48650739439227,0.09467455621301775
top business cashback card,349,38,1.7,4,22.8,7957.2,7850,298300,209.4,37.48806112702961,0.10888252148997135
for ecommerce business cashback card,311,33,2.46,2,34.94,10866.34,3818,125994,329.28303030303033,11.594888435296522,0.10610932475884244
for freelancers travel rewards card,71,7,5.75,6,40.48,2874.08,3222,22554,410.5828571428571,7.847380727050047,0.09859154929577464
premium cashback credit card,357,46,6.37,9,30.94,11045.58,2651,121946,240.12130434782608,11.04025320535454,0.12885154061624648
for startups american express business card,319,13,2.94,2,38.32,12224.08,3586,46618,940.3138461538462,3.813620329709884,0.04075235109717868
with airport lounge access american express travel card,389,15,5.53,2,26.67,10374.630000000001,2417,36255,691.642,3.4945824573984803,0.038560411311053984
instant approval hotel rewards card,365,53,1.06,1,17.83,6507.95,7083,375399,122.79150943396226,57.683141388609315,0.14520547945205478
instant approval startup credit card,224,28,6.42,9,36.71,8223.04,9321,260988,293.68,31.738627077090708,0.125
high limit business cashback card,332,30,1.01,1,42.11,13980.52,8353,250590,466.01733333333334,17.924225994455142,0.09036144578313253
for ecommerce commercial credit card,289,3,6.78,2,19.3,5577.7,1068,3204,1859.2333333333333,0.5744303207415243,0.010380622837370242
best startup loan,75,9,5.35,5,24.24,1817.9999999999998,7261,65349,201.99999999999997,35.94554455445545,0.12
high limit startup credit card,27,3,1.98,7,20.2,545.4,4079,12237,181.79999999999998,22.436743674367438,0.1111111111111111
top spend management platform,250,35,1.8,9,11.55,2887.5,1467,51345,82.5,17.78181818181818,0.14
high limit expense tracking software,105,1,1.06,1,39.5,4147.5,9845,9845,4147.5,2.373719107896323,0.009523809523809525
high limit cash rewards card,57,0,5.96,8,27.96,1593.72,6339,0,1593.72,0.0,0.0
for startups cashback credit card,439,36,8.26,1,12.29,5395.3099999999995,3429,123444,149.8697222222222,22.879871592179136,0.08200455580865604
low fee corporate credit card,57,7,8.71,9,20.58,1173.06,8968,62776,167.57999999999998,53.51473922902495,0.12280701754385964
instant approval corporate credit card,327,48,6.12,10,38.33,12533.91,7957,381936,261.123125,30.472214975215238,0.14678899082568808
for employees corporate travel card,249,13,8.98,2,22.03,5485.47,6294,81822,421.95923076923077,14.916132984046945,0.05220883534136546
high limit business financing,231,3,8.76,3,8.23,1901.13,6742,20226,633.71,10.638935790819144,0.012987012987012988
premium american express business card,239,8,7.28,10,9.75,2330.25,8511,68088,291.28125,29.21918249114902,0.03347280334728033
with cashback american express travel card,164,21,4.27,4,49.91,8185.24,1257,26397,389.7733333333333,3.224951253720111,0.12804878048780488
compare spend management platform,71,5,8.44,3,24.26,1722.46,7376,36880,344.492,21.4112374162535,0.07042253521126761
compare expense management card,111,14,4.53,2,33.63,3732.9300000000003,6946,97244,266.6378571428572,26.050314364319714,0.12612612612612611
for employees startup loan,390,28,4.63,5,32.87,12819.3,9127,255556,457.83214285714286,19.935253875016578,0.07179487179487179
compare business credit card,367,6,7.1,2,12.47,4576.49,4513,27078,762.7483333333333,5.916761535587317,0.01634877384196185
with airport lounge access business travel credit card,343,33,9.35,2,22.95,7871.849999999999,1913,63129,238.54090909090908,8.019588787896112,0.09620991253644315
with cashback american express business card,330,23,5.5,8,37.15,12259.5,8844,203412,533.0217391304348,16.592193808882907,0.0696969696969697
for freelancers expense management card,317,24,2.59,2,24.11,7642.87,9476,227424,318.4529166666667,29.756361157523287,0.07570977917981073
best hotel rewards card,10,1,2.28,8,31.52,315.2,4388,4388,315.2,13.921319796954315,0.1
for travel cashback business card,443,32,3.72,8,21.69,9608.67,5720,183040,300.2709375,19.049462620737312,0.07223476297968397
for freelancers cashback credit card,49,5,5.12,1,16.93,829.5699999999999,9143,45715,165.914,55.10686259146305,0.10204081632653061
high limit corporate credit card,81,1,3.68,5,5.84,473.03999999999996,3124,3124,473.03999999999996,6.604092677152038,0.012345679012345678
compare business cashback card,154,11,7.41,9,24.09,3709.86,4219,46409,337.26,12.509636482239221,0.07142857142857142
for freelancers hotel rewards card,10,0,5.88,8,22.84,228.4,5930,0,228.4,0.0,0.0
high limit corporate travel card,87,2,4.66,10,25.72,2237.64,8525,17050,1118.82,7.619634972560377,0.022988505747126436
2026 business financing,214,11,2.92,9,5.29,1132.06,6222,68442,102.91454545454545,60.457926258325536,0.0514018691588785
for small business american express travel card,423,48,6.45,3,28.28,11962.44,7541,361968,249.2175,30.25870976155366,0.11347517730496454
low fee business financing,214,7,7.07,2,10.32,2208.48,1336,9352,315.4971428571429,4.234586684054191,0.03271028037383177
2026 business financing,332,9,8.06,1,27.33,9073.56,1465,13185,1008.1733333333333,1.4531231402007592,0.02710843373493976
low fee business travel credit card,31,1,9.92,8,20.39,632.09,2035,2035,632.09,3.2194782388583905,0.03225806451612903
for freelancers company credit card,300,39,3.08,8,6.97,2091.0,9091,354549,53.61538461538461,169.55954088952655,0.13
compare employee expense card,321,37,1.14,8,12.45,3996.45,1716,63492,108.01216216216216,15.887099801073454,0.11526479750778816
with airport lounge access american express business card,391,46,5.5,3,16.61,6494.51,4979,229034,141.185,35.26578602542763,0.11764705882352941
2026 amex corporate card,407,22,9.32,1,15.5,6308.5,9317,204974,286.75,32.49171752397559,0.05405405405405406
for startups small business credit card,241,5,3.24,9,32.16,7750.5599999999995,1643,8215,1550.1119999999999,1.0599234119857146,0.02074688796680498
instant approval amex rewards card,54,0,7.8,7,6.99,377.46000000000004,5051,0,377.46000000000004,0.0,0.0
with airport lounge access expense tracking software,351,32,3.88,6,24.97,8764.47,5280,168960,273.8896875,19.277834255807825,0.09116809116809117
2026 hotel rewards card,298,32,4.52,7,41.74,12438.52,8724,279168,388.70375,22.44382772226921,0.10738255033557047
apply for expense management card,405,25,9.53,6,17.85,7229.250000000001,9750,243750,289.17,33.717190579935675,0.06172839506172839
for ecommerce hotel rewards card,417,35,5.15,4,32.22,13435.74,3918,137130,383.8782857142857,10.206360051623506,0.08393285371702638
apply for startup loan,206,10,7.53,2,46.51,9581.06,4483,44830,958.106,4.67902298910559,0.04854368932038835
apply for merchant cash advance,450,27,5.95,1,40.48,18216.0,9203,248481,674.6666666666666,13.640810276679842,0.06
for small business merchant cash advance,402,45,7.88,9,42.41,17048.82,2964,133380,378.86266666666666,7.8234153448743085,0.11194029850746269
for freelancers business credit card,139,15,3.86,2,24.71,3434.69,7670,115050,228.97933333333333,33.496472752999544,0.1079136690647482
cheap american express business card,324,4,8.89,6,8.77,2841.48,7502,30008,710.37,10.560693722989427,0.012345679012345678
for employees small business credit card,360,51,5.94,8,26.9,9684.0,1065,54315,189.88235294117646,5.608736059479554,0.14166666666666666
best cashback credit card,247,11,3.78,7,8.28,2045.1599999999999,1590,17490,185.92363636363635,8.551898139998826,0.044534412955465584
for freelancers small business credit card,294,40,1.34,9,27.38,8049.719999999999,7775,311000,201.243,38.63488419472976,0.1360544217687075
high limit amex corporate card,230,18,1.12,9,27.37,6295.1,7481,134658,349.7277777777778,21.390923098918204,0.0782608695652174
for ecommerce american express travel card,493,39,4.18,4,41.77,20592.61,9412,367068,528.015641025641,17.825229536226832,0.07910750507099391
instant approval startup loan,320,23,2.94,9,29.59,9468.8,2884,66332,411.6869565217391,7.0053227441703285,0.071875
compare business cashback card,359,49,1.47,10,9.53,3421.27,6529,319921,69.82183673469387,93.5094277855884,0.13649025069637882
instant approval american express travel card,159,6,5.98,2,25.56,4064.04,4897,29382,677.34,7.229751675672484,0.03773584905660377
cheap commercial credit card,384,36,9.9,1,37.95,14572.800000000001,2288,82368,404.8,5.652173913043478,0.09375
low fee merchant cash advance,222,12,4.8,6,9.7,2153.3999999999996,3368,40416,179.44999999999996,18.76845918083032,0.05405405405405406
instant approval cashback business card,114,15,5.97,4,27.05,3083.7000000000003,9264,138960,205.58,45.06274929467847,0.13157894736842105
